source_text,original_description,cleaned_description,prefill_merchant_in_csv,local_provider,local_direction,local_counterparty,local_pick_merchant,local_is_unknown,server_provider,server_direction,server_counterparty,server_prefill_merchant,server_ai_merchant,server_final_decision,final_decision,decision_source
PUBLIX SUPER MAR 311 SW 7 MIAMI FL P385079666361220,,,Publix,unknown,,,Publix Super Mar Sw,0,,,,,,,Publix Super Mar Sw,local
Celebrity Cruises,,,Celebrity Cruises,unknown,,,Celebrity Cruises,0,,,,,,,Celebrity Cruises,local
MARATHON PETRO259416MIAMI,,,Marathon,unknown,,,Marathon,0,,,,,,,Marathon,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON RETA* 7M73Z6LN3 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
CORAL GABLES PAYBYPHON CORAL GABLES,,,Coral Gables,unknown,,,Coral Gables Paybyphon Coral,0,,,,,,,Coral Gables Paybyphon Coral,local
CORAL GABLES PAYBYPHON CORAL GABLES,,,Coral Gables,unknown,,,Coral Gables Paybyphon Coral,0,,,,,,,Coral Gables Paybyphon Coral,local
CORAL GABLES PAYBYPHON CORAL GABLES,,,Coral Gables,unknown,,,Coral Gables Paybyphon Coral,0,,,,,,,Coral Gables Paybyphon Coral,local
MPA PARKING PAY BY PHO MIAMI,,,MPA Parking,unknown,,,Mpa Parking Pay By,0,,,,,,,Mpa Parking Pay By,local
UBER *TRIP,,,Uber,unknown,,,Uber Trip,0,,,,,,,Uber Trip,local
FPL DIRECT DEBIT ELEC PYMT 03/25 PPDA MICHEL R FALENI,,,FPL,unknown,,,Fpl Direct Elec Pymt,0,,,,,,,Fpl Direct Elec Pymt,local
ZELLE TO ROMERO YELITZA COSTURERA DORAL ON 03/19 ARREGLOS JEANS,,,Zelle,zelle,to,ROMERO YELITZA COSTURERA DORAL ON 03,Zelle To ROMERO YELITZA COSTURERA DORAL ON 03,0,,,,,,,Zelle To ROMERO YELITZA COSTURERA DORAL ON 03,local
TST*CASA,,,Casa,unknown,,,Tst Casa,0,,,,,,,Tst Casa,local
JPMorgan Chase Ext Trnsfr 250318 MICHEL FALENI FERNANDE,,,Car Mich,unknown,,,Jpmorgan Chase Ext Trnsfr,0,,,,,,,Jpmorgan Chase Ext Trnsfr,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING INSPCRIPCION GYM,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
WAL-MART #4826 DAVIE FL P000000577338492,,,Walmart,unknown,,,Wal-Mart Davie Fl,0,,,,,,,Wal-Mart Davie Fl,local
AMZ*PETER GLENN SKI PAY.AMAZON.CO,,,Peter Glenn Ski,unknown,,,Amz Peter Glenn Ski,0,,,,,,,Amz Peter Glenn Ski,local
GOOGLE *YT PRIMETIME G.CO/HELPPAY#,,,Google,unknown,,,Google Yt Primetime G.Co/Helppay,0,,,,,,,Google Yt Primetime G.Co/Helppay,local
NATIONAL CAR R017273ORLANDO,,,National Car,unknown,,,National Car,0,,,,,,,National Car,local
RUELALA.COM         BOSTON,,,RueLaLa,unknown,,,Ruelala.Com Boston,0,,,,,,,Ruelala.Com Boston,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
ZELLE TO ORLANDO TIP ORLANDO ON 03/18,,,Orlando,zelle,to,ORLANDO TIP ORLANDO ON 03,Zelle To ORLANDO TIP ORLANDO ON 03,0,,,,,,,Zelle To ORLANDO TIP ORLANDO ON 03,local
AMERICAN0014456273374 FORT WORTH TXNAME: MICHEL FALENI DEPART:03/22/2025 LAX TO ASE: AA: CLASS:Y : STOP: O MIA TO LAX: AA: CLASS:J : STOP: O,,,American Airlines,unknown,,,Fort Worth Txname Michel,0,,,,,,,Fort Worth Txname Michel,local
AMERICAN0014456273375 FORT WORTH TXNAME: MICHEL FALENI DEPART:03/22/2025 LAX TO ASE: AA: CLASS:Y : STOP: O MIA TO LAX: AA: CLASS:J : STOP: O,,,American Airlines,unknown,,,Fort Worth Txname Michel,0,,,,,,,Fort Worth Txname Michel,local
BBTM *COLUMBUS HS MIAMI,,,COLUMBUS HS,unknown,,,Bbtm Columbus Hs Miami,0,,,,,,,Bbtm Columbus Hs Miami,local
UBER *TRIP,,,Uber,unknown,,,Uber Trip,0,,,,,,,Uber Trip,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
SUNPASS*ACC613078 888-865-5352 FL S305073221643830,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
SKI ASPEN ONLINE STOBASALT,,,Ski Aspen,unknown,,,Ski Aspen Online Stobasalt,0,,,,,,,Ski Aspen Online Stobasalt,local
AMAZON MKTPL*X55GG66S3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
ZELLE TO GABRIEL ON 03/17,,,Gabriel,zelle,to,GABRIEL ON 03,Zelle To GABRIEL ON 03,0,,,,,,,Zelle To GABRIEL ON 03,local
ZELLE TO OMNIJR PARKING LLC ON 03/15 PARKING GREN,,,Omnijr Parking,zelle,to,OMNIJR PARKING LLC ON 03,Zelle To OMNIJR PARKING LLC ON 03,0,,,,,,,Zelle To OMNIJR PARKING LLC ON 03,local
ZELLE TO TIP ORANDO ON 03/17,,,Orando,zelle,to,TIP ORANDO ON 03,Zelle To TIP ORANDO ON 03,0,,,,,,,Zelle To TIP ORANDO ON 03,local
ZELLE TO TREN TIP ON 03/16,,,Zelle,zelle,to,TREN TIP ON 03,Zelle To TREN TIP ON 03,0,,,,,,,Zelle To TREN TIP ON 03,local
TST* DOLORES BUT YOU C MIAMI,,,Dolores But You Can,unknown,,,Tst Dolores But You,0,,,,,,,Tst Dolores But You,local
TST* HAMPTON SOCIAL MI MIAMI,,,Hampton Social,unknown,,,Tst Hampton Social Mi,0,,,,,,,Tst Hampton Social Mi,local
TST* HAMPTON SOCIAL MI MIAMI,,,Hampton Social,unknown,,,Tst Hampton Social Mi,0,,,,,,,Tst Hampton Social Mi,local
WINN-DIXIE #0280 DORAL,,,Winn-Dixie,unknown,,,Winn-Dixie Doral,0,,,,,,,Winn-Dixie Doral,local
MIAMI BEACH MARINA  MIAMI BEACH,,,Miami Beach Marina,unknown,,,Miami Beach Marina Miami,0,,,,,,,Miami Beach Marina Miami,local
AMAZON MKTPL*UL6FX1OC3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
"BUS TELE SVCS DIRECT DEP 250314A2Q FALENI,MICHEL",,,BUS TELE SVCS,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
ZELLE TO SEBASTIAN CAMINERO ON 03/14,,,Sebastian Caminero,zelle,to,SEBASTIAN CAMINERO ON 03,Zelle To SEBASTIAN CAMINERO ON 03,0,,,,,,,Zelle To SEBASTIAN CAMINERO ON 03,local
NATL GEN INS*RECURRING 800-462-2123,,,NATL GEN INS,unknown,,,Natl Gen Ins Recurring,0,,,,,,,Natl Gen Ins Recurring,local
ZELLE TO GUSTAVO LUGUS PELUQUERO ON 03/13 AF PELUQUERIA,,,GUSTAVO LUGUS PELUQUERO,zelle,to,GUSTAVO LUGUS PELUQUERO ON 03,Zelle To GUSTAVO LUGUS PELUQUERO ON 03,0,,,,,,,Zelle To GUSTAVO LUGUS PELUQUERO ON 03,local
ZELLE TO PROFESSIONAL PELUQUERO LUGUS ON 03/13 PELUQUERIA,,,Professional Peluquero Lugus,zelle,to,PROFESSIONAL PELUQUERO LUGUS ON 03,Zelle To PROFESSIONAL PELUQUERO LUGUS ON 03,0,,,,,,,Zelle To PROFESSIONAL PELUQUERO LUGUS ON 03,local
AMAZON MKTPL*8A65R9YI3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*MQ0UV24H3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
WWW.F1.COM INTERNET,,,F1,unknown,,,Www. .Com Internet,0,,,,,,,Www. .Com Internet,local
WWW.F1.COM LONDON LND,,,F1,unknown,,,Www. .Com London Lnd,0,,,,,,,Www. .Com London Lnd,local
CITI CARD ONLINE PAYMENT 250312 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
CITI CARD ONLINE PAYMENT 250312 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
MPA PARKING PAY BY PHO MIAMI,,,MPA PARKING,unknown,,,Mpa Parking Pay By,0,,,,,,,Mpa Parking Pay By,local
MPA PARKING PAY BY PHO MIAMI,,,MPA PARKING,unknown,,,Mpa Parking Pay By,0,,,,,,,Mpa Parking Pay By,local
"ONLINE PAYMENT, THANK YOU",,,Financial Transactions,unknown,,,Thank You,0,,,,,,,Thank You,local
TST*MICHAELS GENUINE F Miami,,,Michaels,unknown,,,Tst Michaels Genuine F,0,,,,,,,Tst Michaels Genuine F,local
BMW BANK BMWFS PYMT 250311,,,Moto,unknown,,,Bmw Bank Bmwfs Pymt,0,,,,,,,Bmw Bank Bmwfs Pymt,local
SUNPASS*ACC613078 888-865-5352 FL S585070617291717,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
EZ CONTACTS         RIDGEFIELD PA,,,EZ Contacts,unknown,,,Ez Contacts Ridgefield Pa,0,,,,,,,Ez Contacts Ridgefield Pa,local
AMAZON MKTPL*4K8A831V3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*5L4IT7A83 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*836724CS3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
ONLINE TRANSFER FROM PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,From Personal Line Of,0,,,,,,,From Personal Line Of,local
Refund Globalblue.com Stockholm SWE,,,Global Blue,unknown,,,Refund Globalblue.Com Stockholm Swe,0,,,,,,,Refund Globalblue.Com Stockholm Swe,local
Refund Globalblue.com Stockholm SWE,,,Global Blue,unknown,,,Refund Globalblue.Com Stockholm Swe,0,,,,,,,Refund Globalblue.Com Stockholm Swe,local
Refund Globalblue.com Stockholm SWE,,,Global Blue,unknown,,,Refund Globalblue.Com Stockholm Swe,0,,,,,,,Refund Globalblue.Com Stockholm Swe,local
CVS/PHARMACY #1046 MIAMI FL S385069681607727,,,CVS,unknown,,,Cvs/Pharmacy Miami Fl,0,,,,,,,Cvs/Pharmacy Miami Fl,local
AT&T UVERSE PAYMENT,,,AT&T,unknown,,,At&T Uverse Payment,0,,,,,,,At&T Uverse Payment,local
EL CAR WASH #6      MIAMI,,,El Car Wash,unknown,,,El Car Wash Miami,0,,,,,,,El Car Wash Miami,local
MONIMOTO.COM        DUBLIN,,,Monimoto,unknown,,,Monimoto.Com Dublin,0,,,,,,,Monimoto.Com Dublin,local
Coinbase Inc. 250311 RTL-H2E9MASH MICHEL FALENI,,,Coinbase,unknown,,,Coinbase Inc. Rtl- Michel,0,,,,,,,Coinbase Inc. Rtl- Michel,local
TST* GRAZIANOS MARKET DORAL,,,Grazianos Market,unknown,,,Tst Grazianos Market Doral,0,,,,,,,Tst Grazianos Market Doral,local
NAVARRO DISCOUNT 10713--1 DORAL FL P385067714013595,,,Navarro Discount,unknown,,,Navarro Discount Doral Fl,0,,,,,,,Navarro Discount Doral Fl,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 03/08 11402 NW 41 STREET DORAL FL ATM ID VZ001794,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
Netflix.com 408-5403700 CA S585068434835365,,,Netflix,unknown,,,Netflix.Com Ca,0,,,,,,,Netflix.Com Ca,local
ONLINE TRANSFER TO FERNANDEZ M EVERYDAY CHECKING GASTOS EXTRAS MINA,,,Transfers,unknown,,,To Fernandez M Everyday,0,,,,,,,To Fernandez M Everyday,local
CLEAR               NEW YORK,,,Clear,unknown,,,Clear New York,0,,,,,,,Clear New York,local
CLEAR  *CLEARME.COM CLEARME.COM,,,Clear,unknown,,,Clear Clearme.Com Clearme.Com,0,,,,,,,Clear Clearme.Com Clearme.Com,local
ONLINE TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,To Faleni M Platinum,0,,,,,,,To Faleni M Platinum,local
ZELLE TO HERMILIO ON 03/10 PARKING LOOPUP,,,Zelle,zelle,to,HERMILIO ON 03,Zelle To HERMILIO ON 03,0,,,,,,,Zelle To HERMILIO ON 03,local
ZELLE TO SUPPLY SERVICES MIAMI FABIO LAVAC ON 03/10 MICHEL MOTO Y GREN,,,Zelle,zelle,to,SUPPLY SERVICES MIAMI FABIO LAVAC ON 03,Zelle To SUPPLY SERVICES MIAMI FABIO LAVAC ON 03,0,,,,,,,Zelle To SUPPLY SERVICES MIAMI FABIO LAVAC ON 03,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
EXPERIAN* CREDIT REPO COSTA MESA,,,Experian,unknown,,,Experian Repo Costa Mesa,0,,,,,,,Experian Repo Costa Mesa,local
TST* PISCO DORAL DORAL,,,Pisco,unknown,,,Tst Pisco Doral Doral,0,,,,,,,Tst Pisco Doral Doral,local
WINN-DIXIE #0280 DORAL,,,Winn-Dixie,unknown,,,Winn-Dixie Doral,0,,,,,,,Winn-Dixie Doral,local
CLEAR  *CLEARME.COM CLEARME.COM,,,Clear,unknown,,,Clear Clearme.Com Clearme.Com,0,,,,,,,Clear Clearme.Com Clearme.Com,local
LAZ PARKING M06285-1 P DORAL,,,Laz Parking,unknown,,,Laz Parking P Doral,0,,,,,,,Laz Parking P Doral,local
LICENCIA 08254 SEVILLA LA NU ESP,,,Taxi Espana,unknown,,,Licencia Sevilla La Nu,0,,,,,,,Licencia Sevilla La Nu,local
NAVARRO DISCOUNT PHARM DORAL,,,Navarro Discount,unknown,,,Navarro Discount Pharm Doral,0,,,,,,,Navarro Discount Pharm Doral,local
AMZN MKTP ES*RB7TF8T800-279-6620,,,Amazon,unknown,,,Amzn Mktp Es,0,,,,,,,Amzn Mktp Es,local
EL CAR WASH #6      MIAMI,,,El Car Wash,unknown,,,El Car Wash Miami,0,,,,,,,El Car Wash Miami,local
WESTIN MADRID CUZCO MADRID,,,Westin,unknown,,,Westin Madrid Cuzco Madrid,0,,,,,,,Westin Madrid Cuzco Madrid,local
AMAZON MKTPL*708CA1T53 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
CASA LAC ZARAGOZA ESP,,,Casa Lac,unknown,,,Casa Lac Zaragoza Esp,0,,,,,,,Casa Lac Zaragoza Esp,local
GENTLEBAR ZARAGOZA ESP,,,Gentlebar,unknown,,,Gentlebar Zaragoza Esp,0,,,,,,,Gentlebar Zaragoza Esp,local
GENTLEBAR ZARAGOZA ESP,,,Gentlebar,unknown,,,Gentlebar Zaragoza Esp,0,,,,,,,Gentlebar Zaragoza Esp,local
LA ALACENA DE ARAGON ZARAGOZA ESP,,,La Alacena de Aragon,unknown,,,La Alacena De Aragon,0,,,,,,,La Alacena De Aragon,local
LICENCIA 87 JUAN IGNAC SAN SEBASTIAN ESP,,,Taxi Espana,unknown,,,Licencia Juan Ignac San,0,,,,,,,Licencia Juan Ignac San,local
TAXI 03419 A GARGANTIL MADRID ESP,,,Taxi Espana,unknown,,,Taxi A Gargantil Madrid,0,,,,,,,Taxi A Gargantil Madrid,local
TAXI MADRID LICENCIA 0 TORREJON DE A ESP,,,Taxi Espana,unknown,,,Taxi Madrid Licencia Torrejon,0,,,,,,,Taxi Madrid Licencia Torrejon,local
WT FED#01447 CITY NATL BK FLORI /ORG=LD TELECOMMUNICATIONS INC SRF# OPF44565066 TRN#250307166735 RFB# Q2GT3581676,,,City National Bank,unknown,,,Wt Fed City Natl,0,,,,,,,Wt Fed City Natl,local
STC Switzerland Travel Z?rich CHE,,,STC Switzerland Travel,unknown,,,Stc Switzerland Travel Z,0,,,,,,,Stc Switzerland Travel Z,local
TAXI LCIA 225 ZARAGOZA ESP,,,Taxi,unknown,,,Taxi Lcia Zaragoza Esp,0,,,,,,,Taxi Lcia Zaragoza Esp,local
INTEREST CHARGED ON PURCHASES,,,Financial Transactions,unknown,,,Charged On Purchases,0,,,,,,,Charged On Purchases,local
DIESEL Barcelona ESP,,,DIESEL,unknown,,,Diesel Barcelona Esp,0,,,,,,,Diesel Barcelona Esp,local
Moncler La Rocha Barcelona ESP,,,Moncler,unknown,,,Moncler La Rocha Barcelona,0,,,,,,,Moncler La Rocha Barcelona,local
Refund Globalblue.com Stockholm SWE,,,Globalblue,unknown,,,Refund Globalblue.Com Stockholm Swe,0,,,,,,,Refund Globalblue.Com Stockholm Swe,local
Tumi La Roca Sta Agnes de ESP,,,Tumi,unknown,,,Tumi La Roca Sta,0,,,,,,,Tumi La Roca Sta,local
Guarantee Manage RESIDENT,,,Guarantee Management,unknown,,,Guarantee Manage Resident,0,,,,,,,Guarantee Manage Resident,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS CAR INSURANCE REPAYMENT TO SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
VIRTUAL IMAGING SE 305-5969992 FL S385063551139249,,,Virtual Imaging,unknown,,,Virtual Imaging Se Fl,0,,,,,,,Virtual Imaging Se Fl,local
ZELLE TO CARROZ LORENA ON 03/05 GALA DDCUS,,,Carroz Lorena,zelle,to,CARROZ LORENA ON 03,Zelle To CARROZ LORENA ON 03,0,,,,,,,Zelle To CARROZ LORENA ON 03,local
BISTRO MATO 35228689BARCELONA,,,Bistro Mato,unknown,,,Bistro Mato,0,,,,,,,Bistro Mato,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
UBER *TRIP HELP.UBER.COM NLD,,,Uber,unknown,,,Uber Trip Help.Uber.Com Nld,0,,,,,,,Uber Trip Help.Uber.Com Nld,local
DDCUS WWW.DDCUS.ORG FL S585063078505487,,,DDCUS,unknown,,,Ddcus Www.Ddcus.Org Fl,0,,,,,,,Ddcus Www.Ddcus.Org Fl,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING GASOLINA,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING MANI Y PEDI,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
PAYPAL *CABIFY      911238662,,,Cabify,unknown,,,Paypal Cabify,0,,,,,,,Paypal Cabify,local
"BK OF AMER MC ONLINE PMT 250304 CKF828154125POS FALENI FERNANDEZ,MICHE",,,Bank of America,unknown,,,Bk Of Amer Mc,0,,,,,,,Bk Of Amer Mc,local
FARMACIA GIBERT PARIS BARCELONA ESP,,,FARMACIA GIBERT,unknown,,,Farmacia Gibert Paris Barcelona,0,,,,,,,Farmacia Gibert Paris Barcelona,local
LIC. 13.856 MADRID ESP,,,Taxi Espana,unknown,,,Lic. Madrid Esp,0,,,,,,,Lic. Madrid Esp,local
T4S01DL67 ARZABAL MARK MADRID ESP,,,Restaurant,unknown,,,Arzabal Mark Madrid Esp,0,,,,,,,Arzabal Mark Madrid Esp,local
UBER *TRIP HELP.UBER.COM NLD,,,Uber,unknown,,,Uber Trip Help.Uber.Com Nld,0,,,,,,,Uber Trip Help.Uber.Com Nld,local
UBER *TRIP HELP.UBER.COM NLD,,,Uber,unknown,,,Uber Trip Help.Uber.Com Nld,0,,,,,,,Uber Trip Help.Uber.Com Nld,local
Kukenam Summer C 250301 90238835 ANDREINA FALENI ANDREI,,,Kukenam Summer C,unknown,,,Kukenam Summer C Andreina,0,,,,,,,Kukenam Summer C Andreina,local
PENNYMAC CASH Mar 25-0054 Michel Faleni,,,Balmoral Estates,unknown,,,Pennymac Cash Mar Michel,0,,,,,,,Pennymac Cash Mar Michel,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
BA ELECTRONIC PAYMENT,,,Financial Transactions,unknown,,,Ba Electronic Payment,0,,,,,,,Ba Electronic Payment,local
ONLINE TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,To Faleni M Platinum,0,,,,,,,To Faleni M Platinum,local
ONLINE TRANSFER TO PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,To Personal Line Of,0,,,,,,,To Personal Line Of,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
ALEHOP 219 MADRID AUGU MADRID ESP,,,ALEHOP,unknown,,,Alehop Madrid Augu Madrid,0,,,,,,,Alehop Madrid Augu Madrid,local
BAR MANERO MADRID MADRID ESP,,,BAR MANERO,unknown,,,Bar Manero Madrid Madrid,0,,,,,,,Bar Manero Madrid Madrid,local
EL GRAN ASADOR LECANDA MADRID ESP,,,EL GRAN ASADOR,unknown,,,El Gran Asador Lecanda,0,,,,,,,El Gran Asador Lecanda,local
FARMACIA LOPEZ VICENTE MADRID ESP,,,FARMACIA LOPEZ VICENTE,unknown,,,Farmacia Lopez Vicente Madrid,0,,,,,,,Farmacia Lopez Vicente Madrid,local
JAIBO CAMPERO MADRID ESP,,,JAIBO CAMPERO,unknown,,,Jaibo Campero Madrid Esp,0,,,,,,,Jaibo Campero Madrid Esp,local
JAIBO CASTIZO MADRID ESP,,,Restaurant,unknown,,,Jaibo Castizo Madrid Esp,0,,,,,,,Jaibo Castizo Madrid Esp,local
JAIBO CROQUETAS MADRID ESP,,,JAIBO CROQUETAS,unknown,,,Jaibo Croquetas Madrid Esp,0,,,,,,,Jaibo Croquetas Madrid Esp,local
JAIBO JAPONES MADRID ESP,,,JAIBO JAPONES,unknown,,,Jaibo Japones Madrid Esp,0,,,,,,,Jaibo Japones Madrid Esp,local
LA AREPERA MADRID ESP,,,LA AREPERA MADRID,unknown,,,La Arepera Madrid Esp,0,,,,,,,La Arepera Madrid Esp,local
MERCADO DE SAN ILDEFON MADRID ESP,,,Restaurant,unknown,,,Mercado De San Ildefon,0,,,,,,,Mercado De San Ildefon,local
MERCADO DE SAN ILDEFON MADRID ESP,,,Restaurant,unknown,,,Mercado De San Ildefon,0,,,,,,,Mercado De San Ildefon,local
MERCADO DE SAN ILDEFON MADRID ESP,,,Restaurant,unknown,,,Mercado De San Ildefon,0,,,,,,,Mercado De San Ildefon,local
OYSHO ALCOBENDAS ESP,,,OYSHO,unknown,,,Oysho Alcobendas Esp,0,,,,,,,Oysho Alcobendas Esp,local
OYSHO MADRID ESP,,,OYSHO,unknown,,,Oysho Madrid Esp,0,,,,,,,Oysho Madrid Esp,local
PARKING FUENCARRAL MADRID ESP,,,Parking,unknown,,,Parking Fuencarral Madrid Esp,0,,,,,,,Parking Fuencarral Madrid Esp,local
URBANO CAFE MADRID ESP,,,URBANO CAFE,unknown,,,Urbano Cafe Madrid Esp,0,,,,,,,Urbano Cafe Madrid Esp,local
GOFUNDME            SAN DIEGO,,,GoFundMe,unknown,,,Gofundme San Diego,0,,,,,,,Gofundme San Diego,local
CON.FID. STATION SRL . MILANO ITA,,,Restaurant,unknown,,,Con.Fid. Station Srl Milano,0,,,,,,,Con.Fid. Station Srl Milano,local
Caffe Spettacolo St. Moritz CHE,,,Caffe Spettacolo,unknown,,,Caffe Spettacolo St. Moritz,0,,,,,,,Caffe Spettacolo St. Moritz,local
Hotel Arte + Pizzeria St. Moritz CHE,,,Hotel Arte + Pizzeria St. Moritz,unknown,,,Hotel Arte Pizzeria St.,0,,,,,,,Hotel Arte Pizzeria St.,local
OSTERIA ITALIANA MILANO ITA,,,Osteria Italiana Milano,unknown,,,Osteria Italiana Milano Ita,0,,,,,,,Osteria Italiana Milano Ita,local
SumUp **Taxi St. Morit St. Moritz CHE,,,Taxi St. Morit,unknown,,,Sumup Taxi St. Morit,0,,,,,,,Sumup Taxi St. Morit,local
UBER *TRIP HELP.UBER.COM NLD,,,Uber,unknown,,,Uber Trip Help.Uber.Com Nld,0,,,,,,,Uber Trip Help.Uber.Com Nld,local
NETFLIX.COM         866-579-7172,,,Netflix,unknown,,,Netflix.Com,0,,,,,,,Netflix.Com,local
WESTIN MADRID CUZCO MADRID,,,Westin,unknown,,,Westin Madrid Cuzco Madrid,0,,,,,,,Westin Madrid Cuzco Madrid,local
Badrutt's Restaurants St. Moritz CHE,,,Badrutt's Restaurants,unknown,,,Badrutt'S Restaurants St. Moritz,0,,,,,,,Badrutt'S Restaurants St. Moritz,local
Bergrestaurant Corvigl St. Moritz CHE,,,Bergrestaurant Corvigl,unknown,,,Bergrestaurant Corvigl St. Moritz,0,,,,,,,Bergrestaurant Corvigl St. Moritz,local
Boutique Hotel Monopol St. Moritz CHE,,,Boutique Hotel Monopol,unknown,,,Boutique Hotel Monopol St.,0,,,,,,,Boutique Hotel Monopol St.,local
Coop-1786 St.Morit St. Moritz CHE,,,Coop,unknown,,,Coop- St.Morit St. Moritz,0,,,,,,,Coop- St.Morit St. Moritz,local
Coop-1786 St.Morit St. Moritz CHE,,,Coop,unknown,,,Coop- St.Morit St. Moritz,0,,,,,,,Coop- St.Morit St. Moritz,local
Hotel Steffani - Resta St. Moritz CHE,,,Hotel Steffani,unknown,,,Hotel Steffani Resta St.,0,,,,,,,Hotel Steffani Resta St.,local
Restaurant La Stalla St. Moritz CHE,,,La Stalla,unknown,,,Restaurant La Stalla St.,0,,,,,,,Restaurant La Stalla St.,local
Skiservice Corvatsch A St. Moritz CHE,,,Skiservice Corvatsch,unknown,,,Skiservice Corvatsch A St.,0,,,,,,,Skiservice Corvatsch A St.,local
INTEREST PAYMENT,,,Financial Transactions,unknown,,,Payment,0,,,,,,,Payment,local
SANTANDER CONSUM BILLPAY,,,Car Mich,unknown,,,Santander Consum Billpay,0,,,,,,,Santander Consum Billpay,local
